Unnamed: 0,link,classification,category,title,company,salary,min_salary,average_salary,max_salary,location,description,entireDiv,date_posted,Category,Date
15,https://www.seek.com.au//job/73666520?type=standout&ref=search-standalone,mining resources energy,Other,Senior Manager - Research & Workforce Planning,Fuse Recruitment,AUD 140000 - 160000 per annum,80000.0,120000.0,160000.0,Sydney NSW,Opportunity to make a lasting impact through strategic research & workforce planning – apply NOW!,"[<div class=""_1wkzzau0 a1msqi6m""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7""><a aria-label=""Limit results to Sydney NSW"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-mining-resources-energy/in-All-Sydney-NSW?daterange=1&amp;salarytype=annual&amp;salaryrange=80000-160000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Sydney NSW"">Sydney NSW</a></span></div>, <div class=""_1wkzzau0 a1msqi6m""><div aria-label=""Salary: AUD 140000 - 160000 per annum"" class=""_1wkzzau0""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7"" data-automation=""jobSalary""><span class=""_1wkzzau0 _16v7pfz1 a1msqi4y a1msqi0 a1msqir _16v7pfz3"" style=""--_16v7pfz2:2"">AUD 140000 - 160000 per annum</span></span></div></div>]",,Mining-resources-energy - None,11/02/2024
16,https://www.seek.com.au//job/73666523?type=standout&ref=search-standalone,mining resources energy,Other,Senior Manager - Research & Workforce Planning,Fuse Recruitment,AUD 140000 - 160000 per annum,80000.0,120000.0,160000.0,Perth WA,Opportunity to make a lasting impact through strategic research & workforce planning – apply NOW!,"[<div class=""_1wkzzau0 a1msqi6m""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7""><a aria-label=""Limit results to Perth WA"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-mining-resources-energy/in-All-Perth-WA?daterange=1&amp;salarytype=annual&amp;salaryrange=80000-160000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Perth WA"">Perth WA</a></span></div>, <div class=""_1wkzzau0 a1msqi6m""><div aria-label=""Salary: AUD 140000 - 160000 per annum"" class=""_1wkzzau0""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7"" data-automation=""jobSalary""><span class=""_1wkzzau0 _16v7pfz1 a1msqi4y a1msqi0 a1msqir _16v7pfz3"" style=""--_16v7pfz2:2"">AUD 140000 - 160000 per annum</span></span></div></div>]",,Mining-resources-energy - None,11/02/2024
17,https://www.seek.com.au//job/73666626?type=standout&ref=search-standalone,mining resources energy,Mining - Engineering & Maintenance,Maintenance Estimator,Macmahon,Competitive salary + employee benefits,80000.0,120000.0,160000.0,Perth WA,Fantastic opportunity for a tradesperson to jump into an office-based role. Based near the T1/T2 terminals.,"[<div class=""_1wkzzau0 a1msqi6m""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7""><a aria-label=""Limit results to Perth WA"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-mining-resources-energy/in-All-Perth-WA?daterange=1&amp;salarytype=annual&amp;salaryrange=80000-160000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Perth WA"">Perth WA</a></span></div>, <div class=""_1wkzzau0 a1msqi6m""><div aria-label=""Salary: Competitive salary + employee benefits"" class=""_1wkzzau0""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7"" data-automation=""jobSalary""><span class=""_1wkzzau0 _16v7pfz1 a1msqi4y a1msqi0 a1msqir _16v7pfz3"" style=""--_16v7pfz2:2"">Competitive salary + employee benefits</span></span></div></div>]",,Mining-resources-energy - None,11/02/2024
18,https://www.seek.com.au//job/73667253?type=standout&ref=search-standalone,mining resources energy,Mining - Engineering & Maintenance,Supervisor - Heavy Diesel Mechanic,Monadelphous,-,80000.0,120000.0,160000.0,Newcastle NSW,We have an exciting opportunity for experienced Site Supervisor with Heavy Diesel Mechanic background to join our NSW Operations Team.,"[<div class=""_1wkzzau0 a1msqi6m""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7""><a aria-label=""Limit results to Maitland"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-mining-resources-energy/in-Maitland-NSW-2320?daterange=1&amp;salarytype=annual&amp;salaryrange=80000-160000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Maitland"">Maitland</a>, <a aria-label=""Limit results to Newcastle, Maitland &amp; Hunter NSW"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-mining-resources-energy/in-Newcastle,-Maitland-&amp;-Hunter-NSW?daterange=1&amp;salarytype=annual&amp;salaryrange=80000-160000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Newcastle, Maitland &amp; Hunter NSW"">Newcastle, Maitland &amp; Hunter NSW</a></span></div>]",,Mining-resources-energy - None,11/02/2024
19,https://www.seek.com.au//job/73667033?type=standard&ref=search-standalone,mining resources energy,Mining - Engineering & Maintenance,Diesel Fitter Drills & Diggers,JAM Diesel,$65 – $85 per hour,117000.0,135000.0,153000.0,"Rockhampton, Rockhampton & Capricorn Coast QLD","We are seeking experienced Heavy Duty Diesel Mechanics, Digger Specialists & Drill Fitters with extensive experience for our rapidly growing division","[<div class=""_1wkzzau0 a1msqi6m""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7""><a aria-label=""Limit results to Rockhampton"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-mining-resources-energy/in-Rockhampton-QLD-4700?daterange=1&amp;salarytype=annual&amp;salaryrange=80000-160000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Rockhampton"">Rockhampton</a>, <a aria-label=""Limit results to Rockhampton &amp; Capricorn Coast QLD"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-mining-resources-energy/in-Rockhampton-&amp;-Capricorn-Coast-QLD?daterange=1&amp;salarytype=annual&amp;salaryrange=80000-160000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Rockhampton &amp; Capricorn Coast QLD"">Rockhampton &amp; Capricorn Coast QLD</a></span></div>, <div class=""_1wkzzau0 a1msqi6m""><div aria-label=""Salary: $65 – $85 per hour"" class=""_1wkzzau0""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7"" data-automation=""jobSalary""><span class=""_1wkzzau0 _16v7pfz1 a1msqi4y a1msqi0 a1msqir _16v7pfz3"" style=""--_16v7pfz2:2"">$65 – $85 per hour</span></span></div></div>]",,Mining-resources-energy - None,11/02/2024
20,https://www.seek.com.au//job/73667199?type=standout&ref=search-standalone,mining resources energy,Mining - Engineering & Maintenance,Diesel Fitter - Heavy Earth Moving,Essjay Contracting Pty Ltd,$65 – $75 per hour,117000.0,126000.0,135000.0,"Rockhampton, Rockhampton & Capricorn Coast QLD",Essjay Contracting has an opportunity available for an experienced and capable Diesel Fitters to join our team.,"[<div class=""_1wkzzau0 a1msqi6m""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7""><a aria-label=""Limit results to Rockhampton"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-mining-resources-energy/in-Rockhampton-QLD-4700?daterange=1&amp;salarytype=annual&amp;salaryrange=80000-160000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Rockhampton"">Rockhampton</a>, <a aria-label=""Limit results to Rockhampton &amp; Capricorn Coast QLD"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-mining-resources-energy/in-Rockhampton-&amp;-Capricorn-Coast-QLD?daterange=1&amp;salarytype=annual&amp;salaryrange=80000-160000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Rockhampton &amp; Capricorn Coast QLD"">Rockhampton &amp; Capricorn Coast QLD</a></span></div>, <div class=""_1wkzzau0 a1msqi6m""><div aria-label=""Salary: $65 – $75 per hour"" class=""_1wkzzau0""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7"" data-automation=""jobSalary""><span class=""_1wkzzau0 _16v7pfz1 a1msqi4y a1msqi0 a1msqir _16v7pfz3"" style=""--_16v7pfz2:2"">$65 – $75 per hour</span></span></div></div>]",,Mining-resources-energy - None,11/02/2024
21,https://www.seek.com.au//job/73665173?type=standout&ref=search-standalone,mining resources energy,Surveying,Senior Mine Surveyor,Pilbara Minerals Limited | Pilgangoora Operations,-,80000.0,120000.0,160000.0,"Port Hedland, Port Hedland, Karratha & Pilbara WA",Pilbara Minerals is an Australian ASX top 100 listed company and is one of the largest lithium raw materials producer in the world.,"[<div class=""_1wkzzau0 a1msqi6m""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7""><a aria-label=""Limit results to Port Hedland"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-mining-resources-energy/in-Port-Hedland-WA-6721?daterange=1&amp;salarytype=annual&amp;salaryrange=80000-160000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Port Hedland"">Port Hedland</a>, <a aria-label=""Limit results to Port Hedland, Karratha &amp; Pilbara WA"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-mining-resources-energy/in-Port-Hedland,-Karratha-&amp;-Pilbara-WA?daterange=1&amp;salarytype=annual&amp;salaryrange=80000-160000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Port Hedland, Karratha &amp; Pilbara WA"">Port Hedland, Karratha &amp; Pilbara WA</a></span></div>]",,Mining-resources-energy - None,11/02/2024
0,https://www.seek.com.au//job/73666860?type=promoted&ref=search-standalone,consulting strategy,Management & Change Consulting,Lean Expert,LPMM Consultancy,-,160000.0,200000.0,240000.0,Melbourne VIC,If you are someone with a Lean background and are looking to be part of a fast growing company. LPMM is the right fit for you.,"[<div class=""_1wkzzau0 a1msqi6m""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7""><a aria-label=""Limit results to Melbourne VIC"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-consulting-strategy/in-All-Melbourne-VIC?daterange=1&amp;salarytype=annual&amp;salaryrange=160000-240000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Melbourne VIC"">Melbourne VIC</a></span></div>]",,Consulting-strategy - None,11/02/2024
1,https://www.seek.com.au//job/73666860?type=standout&ref=search-standalone,consulting strategy,Management & Change Consulting,Lean Expert,LPMM Consultancy,-,160000.0,200000.0,240000.0,Melbourne VIC,If you are someone with a Lean background and are looking to be part of a fast growing company. LPMM is the right fit for you.,"[<div class=""_1wkzzau0 a1msqi6m""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7""><a aria-label=""Limit results to Melbourne VIC"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-consulting-strategy/in-All-Melbourne-VIC?daterange=1&amp;salarytype=annual&amp;salaryrange=160000-240000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Melbourne VIC"">Melbourne VIC</a></span></div>]",,Consulting-strategy - None,11/02/2024
0,https://www.seek.com.au//job/73667467?type=promoted&ref=search-standalone,retail consumer products,Management - Area/Multi-site,Team Manager (Cleaning and Trolley Collection),Woolworths Group,-,80000.0,120000.0,160000.0,Other,You and your team will collect trolleys along with ensuring the set daily tasks associated with the store cleaning and waste services are completed,"[<div class=""_1wkzzau0 a1msqi6m""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7""><a aria-label=""Limit results to Yoogali"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-retail-consumer-products/in-Yoogali-NSW-2680?daterange=1&amp;salarytype=annual&amp;salaryrange=80000-160000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Yoogali"">Yoogali</a>, <a aria-label=""Limit results to Wagga Wagga &amp; Riverina NSW"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-retail-consumer-products/in-Wagga-Wagga-&amp;-Riverina-NSW?daterange=1&amp;salarytype=annual&amp;salaryrange=80000-160000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Wagga Wagga &amp; Riverina NSW"">Wagga Wagga &amp; Riverina NSW</a></span></div>]",,Retail-consumer-products - None,11/02/2024
1,https://www.seek.com.au//job/73667467?type=standout&ref=search-standalone,retail consumer products,Management - Area/Multi-site,Team Manager (Cleaning and Trolley Collection),Woolworths Group,-,80000.0,120000.0,160000.0,Other,You and your team will collect trolleys along with ensuring the set daily tasks associated with the store cleaning and waste services are completed,"[<div class=""_1wkzzau0 a1msqi6m""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7""><a aria-label=""Limit results to Yoogali"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-retail-consumer-products/in-Yoogali-NSW-2680?daterange=1&amp;salarytype=annual&amp;salaryrange=80000-160000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Yoogali"">Yoogali</a>, <a aria-label=""Limit results to Wagga Wagga &amp; Riverina NSW"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-retail-consumer-products/in-Wagga-Wagga-&amp;-Riverina-NSW?daterange=1&amp;salarytype=annual&amp;salaryrange=80000-160000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Wagga Wagga &amp; Riverina NSW"">Wagga Wagga &amp; Riverina NSW</a></span></div>]",,Retail-consumer-products - None,11/02/2024
2,https://www.seek.com.au//job/73666962?type=standard&ref=search-standalone,retail consumer products,Retail Assistants,Sales Representative - No Experience Necessary. Immediate Start!,EFCOMM PTY LTD,"Base Wage + Commission (OTE $60,000 - $100,000)",80000.0,120000.0,160000.0,Gold Coast QLD,Rapid Growth and Promotion - Training and Mentorship Provided,"[<div class=""_1wkzzau0 a1msqi6m""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7""><a aria-label=""Limit results to Surfers Paradise"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-retail-consumer-products/in-Surfers-Paradise-QLD-4217?daterange=1&amp;salarytype=annual&amp;salaryrange=80000-160000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Surfers Paradise"">Surfers Paradise</a>, <a aria-label=""Limit results to Gold Coast QLD"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-retail-consumer-products/in-All-Gold-Coast-QLD?daterange=1&amp;salarytype=annual&amp;salaryrange=80000-160000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Gold Coast QLD"">Gold Coast QLD</a></span></div>, <div class=""_1wkzzau0 a1msqi6m""><div aria-label=""Salary: Base Wage + Commission (OTE $60,000 - $100,000)"" class=""_1wkzzau0""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7"" data-automation=""jobSalary""><span class=""_1wkzzau0 _16v7pfz1 a1msqi4y a1msqi0 a1msqir _16v7pfz3"" style=""--_16v7pfz2:2"">Base Wage + Commission (OTE $60,000 - $100,000)</span></span></div></div>]",,Retail-consumer-products - None,11/02/2024
0,https://www.seek.com.au//job/73666757?type=standout&ref=search-standalone,science technology,Laboratory & Technical Services,R&D Technical Manager,DuluxGroup,Competitive salary + amazing benefits,160000.0,200000.0,240000.0,Sydney NSW,Lead the award-winning Selleys Formulation team in Sydney!,"[<div class=""_1wkzzau0 a1msqi6m""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7""><a aria-label=""Limit results to Padstow"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-science-technology/in-Padstow-NSW-2211?daterange=1&amp;salarytype=annual&amp;salaryrange=160000-240000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Padstow"">Padstow</a>, <a aria-label=""Limit results to Sydney NSW"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-science-technology/in-All-Sydney-NSW?daterange=1&amp;salarytype=annual&amp;salaryrange=160000-240000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Sydney NSW"">Sydney NSW</a></span></div>, <div class=""_1wkzzau0 a1msqi6m""><div aria-label=""Salary: Competitive salary + amazing benefits"" class=""_1wkzzau0""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7"" data-automation=""jobSalary""><span class=""_1wkzzau0 _16v7pfz1 a1msqi4y a1msqi0 a1msqir _16v7pfz3"" style=""--_16v7pfz2:2"">Competitive salary + amazing benefits</span></span></div></div>]",,Science-technology - None,11/02/2024
0,https://www.seek.com.au//job/73667366?type=promoted&ref=search-standalone,legal,Family Law,Senior Family Lawyer,Advocate Lawyers,-,80000.0,120000.0,160000.0,Hobart TAS,"Advocate Lawyers is seeking an experienced family lawyer to join our team! If you are looking for better balance and a great team, get in contact.","[<div class=""_1wkzzau0 a1msqi6m""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7""><a aria-label=""Limit results to Hobart TAS"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-legal/in-All-Hobart-TAS?daterange=1&amp;salarytype=annual&amp;salaryrange=80000-160000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Hobart TAS"">Hobart TAS</a></span></div>]",,Legal - None,11/02/2024
1,https://www.seek.com.au//job/73666798?type=standard&ref=search-standalone,legal,Industrial Relations & Employment Law,Employment Relations Specialist,La Trobe University,-,80000.0,120000.0,160000.0,Melbourne VIC,Provide strategic support and advice to stakeholders in relation to payments made to casual staff,"[<div class=""_1wkzzau0 a1msqi6m""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7""><a aria-label=""Limit results to Bundoora"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-legal/in-Bundoora-VIC-3083?daterange=1&amp;salarytype=annual&amp;salaryrange=80000-160000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Bundoora"">Bundoora</a>, <a aria-label=""Limit results to Melbourne VIC"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-legal/in-All-Melbourne-VIC?daterange=1&amp;salarytype=annual&amp;salaryrange=80000-160000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Melbourne VIC"">Melbourne VIC</a></span></div>]",,Legal - None,11/02/2024
2,https://www.seek.com.au//job/73666541?type=standard&ref=search-standalone,legal,Legal Practice Management,Office Manager - Legal,Talent Connect Australia,-,80000.0,120000.0,160000.0,Sydney NSW,REPUTABLE LAW FIRM | PAYING UP TO $150K + SUPER | CBD | PERM | AVAILABLE ASAP!,"[<div class=""_1wkzzau0 a1msqi6m""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7""><a aria-label=""Limit results to Sydney NSW"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-legal/in-All-Sydney-NSW?daterange=1&amp;salarytype=annual&amp;salaryrange=80000-160000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Sydney NSW"">Sydney NSW</a></span></div>]",,Legal - None,11/02/2024
3,https://www.seek.com.au//job/73666578?type=standard&ref=search-standalone,legal,Legal Secretaries,Personal Assistant - Legal,Talent Connect Australia,-,80000.0,120000.0,160000.0,Sydney NSW,COMMERCIAL LAW FIRM | UP TO $100K PACKAGE | FULL TIME | PERM | 1 DAY WFH | AVAILABLE ASAP!,"[<div class=""_1wkzzau0 a1msqi6m""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7""><a aria-label=""Limit results to Sydney NSW"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-legal/in-All-Sydney-NSW?daterange=1&amp;salarytype=annual&amp;salaryrange=80000-160000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Sydney NSW"">Sydney NSW</a></span></div>]",,Legal - None,11/02/2024
4,https://www.seek.com.au//job/73667366?type=standout&ref=search-standalone,legal,Family Law,Senior Family Lawyer,Advocate Lawyers,-,80000.0,120000.0,160000.0,Hobart TAS,"Advocate Lawyers is seeking an experienced family lawyer to join our team! If you are looking for better balance and a great team, get in contact.","[<div class=""_1wkzzau0 a1msqi6m""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7""><a aria-label=""Limit results to Hobart TAS"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-legal/in-All-Hobart-TAS?daterange=1&amp;salarytype=annual&amp;salaryrange=80000-160000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Hobart TAS"">Hobart TAS</a></span></div>]",,Legal - None,11/02/2024
5,https://www.seek.com.au//job/73666580?type=standard&ref=search-standalone,legal,Legal Secretaries,Legal Secretary - Property,Talent Connect Australia,-,80000.0,120000.0,160000.0,Sydney NSW,REPUTABLE LAW FIRM | CBD | PROPERTY LAW | UP TO $100K PACKAGE | AVAILABLE ASAP!,"[<div class=""_1wkzzau0 a1msqi6m""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7""><a aria-label=""Limit results to Sydney NSW"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-legal/in-All-Sydney-NSW?daterange=1&amp;salarytype=annual&amp;salaryrange=80000-160000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Sydney NSW"">Sydney NSW</a></span></div>]",,Legal - None,11/02/2024
6,https://www.seek.com.au//job/73666519?type=standard&ref=search-standalone,legal,Legal Secretaries,Legal Assistant- Government Litigation,Kaleidoscope Legal Recruitment,You will not find a better team environment!,80000.0,120000.0,160000.0,Melbourne VIC,A rare opportunity with a Top-Tier National Law Firm! Support at Partner level. Stunning Melbourne CBD location and offices!,"[<div class=""_1wkzzau0 a1msqi6m""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7""><a aria-label=""Limit results to Melbourne VIC"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-legal/in-All-Melbourne-VIC?daterange=1&amp;salarytype=annual&amp;salaryrange=80000-160000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Melbourne VIC"">Melbourne VIC</a></span></div>, <div class=""_1wkzzau0 a1msqi6m""><div aria-label=""Salary: You will not find a better team environment!"" class=""_1wkzzau0""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7"" data-automation=""jobSalary""><span class=""_1wkzzau0 _16v7pfz1 a1msqi4y a1msqi0 a1msqir _16v7pfz3"" style=""--_16v7pfz2:2"">You will not find a better team environment!</span></span></div></div>]",,Legal - None,11/02/2024
7,https://www.seek.com.au//job/73666147?type=standard&ref=search-standalone,legal,Corporate & Commercial Law,Corporate M&A Lawyer to Senior Associate,Law Staff,Apply now with a delayed 2024 Start Date!,80000.0,120000.0,160000.0,Brisbane QLD,"Multiple Roles Available this year -  Senior, Mid and Junior Level | Candidates considered from 1 year PAE to Senior Associate","[<div class=""_1wkzzau0 a1msqi6m""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7""><a aria-label=""Limit results to Brisbane QLD"" class=""_1wkzzau0 _1wkzzauf _1wkzzau0 _1wkzzauf _842p0a0 _842p0a2"" data-automation=""jobLocation"" href=""/jobs-in-legal/in-All-Brisbane-QLD?daterange=1&amp;salarytype=annual&amp;salaryrange=80000-160000"" rel=""nofollow"" tabindex=""-1"" target=""_self"" title=""Limit results to Brisbane QLD"">Brisbane QLD</a></span></div>, <div class=""_1wkzzau0 a1msqi6m""><div aria-label=""Salary: Apply now with a delayed 2024 Start Date!"" class=""_1wkzzau0""><span class=""_1wkzzau0 a1msqi4y lnocuo0 lnocuo1 lnocuo21 _1d0g9qk4 lnocuo7"" data-automation=""jobSalary""><span class=""_1wkzzau0 _16v7pfz1 a1msqi4y a1msqi0 a1msqir _16v7pfz3"" style=""--_16v7pfz2:2"">Apply now with a delayed 2024 Start Date!</span></span></div></div>]",,Legal - None,11/02/2024
